gene_id	gene_length	mff1	mff2	mff3	mff4	mfm1	mfm2	mfm3	mfm4	muf1	muf2	muf3	muf4	mum1	mum2	mum3	mum4
YQE_04999	837	62	19	17	22	10	21	22	15	21	84	12	9	16	18	9	12
YQE_05000	438	14	13	8	11	2	10	8	8	6	20	9	4	6	4	6	7
YQE_05001	2996	2898	2010	3256	4515	2534	3193	1766	1936	3709	5359	5043	4535	5083	5699	4847	6017
YQE_05002	1562	2	2	2	4	18	11	6	6	4	2	1	1	63	80	6	49
YQE_05003	1089	2	0	2	0	18	6	1	1	2	1	0	0	85	71	2	57
YQE_01046	592	40	22	22	24	16	24	17	17	25	60	19	11	51	40	27	30
YQE_01047	871	64	37	55	59	28	37	35	33	145	127	112	67	76	78	73	76
YQE_01048	468	95	38	41	43	42	35	34	36	71	120	63	52	81	65	56	78
YQE_01049	468	114	80	49	73	42	47	49	45	89	157	92	68	89	99	79	105
YQE_01050	628	362	309	231	291	323	300	286	191	255	379	283	203	330	339	318	436
YQE_01051	1446	492	379	318	376	278	308	322	267	438	566	467	329	357	536	347	474
YQE_01067	366	3	2	0	1	2	1	0	0	0	0	2	0	2	0	2	2
YQE_01068	2352	11	0	4	6	3	5	4	5	7	10	12	4	9	6	3	4
YQE_01563	1657	1726	1231	1232	1409	1263	1178	1126	969	1035	1349	1176	905	1272	1389	1176	1414
YQE_01564	858	634	483	494	493	365	402	367	259	402	508	437	318	435	512	453	560
YQE_01565	1551	593	377	339	363	322	307	372	253	332	545	413	270	302	417	316	436
YQE_01566	1675	615	406	431	532	410	485	366	283	561	901	579	409	656	685	714	837
YQE_01567	11030	614	420	423	528	483	562	399	360	517	908	609	495	606	647	684	822
YQE_01568	881	111	87	55	51	61	65	46	60	64	97	62	40	76	68	58	74
YQE_01569	1289	111	61	75	66	54	61	46	63	99	126	98	71	99	110	83	87
YQE_03901	579	0	2	1	1	0	2	0	0	0	0	0	0	1	0	0	1
YQE_00076	132	37	37	17	27	57	25	12	18	37	46	26	35	39	49	31	52
YQE_00077	195	0	0	1	0	2	0	0	0	0	0	3	1	0	2	4	2
YQE_02324	306	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0
YQE_00141	1596	49	12	3	18	15	10	5	6	31	50	11	20	34	15	23	20
YQE_01515	1630	3840	3205	2441	2944	2315	2247	2824	2200	1747	1590	1576	1246	1944	2559	1702	1714
YQE_01516	902	1889	1874	1250	1516	1586	1494	1754	1228	1101	1450	1487	1095	1406	1621	1261	1877
YQE_05677	270	1	2	4	0	1	0	1	3	6	4	4	2	0	0	1	1
YQE_05678	225	30	20	21	15	16	9	15	11	30	35	22	5	15	30	14	20
YQE_05679	261	20	15	16	18	9	8	14	13	25	22	11	7	15	27	16	28
YQE_05680	363	167	130	148	153	88	116	98	93	186	172	153	111	156	153	129	217
YQE_01110	510	2	2	2	2	4	4	1	2	2	4	2	4	5	17	13	11
YQE_00729	633	48	36	18	33	105	81	87	70	32	44	39	48	98	109	72	103
YQE_09919	1533	75	39	21	18	17	12	6	9	77	147	21	34	39	37	24	51
YQE_09920	2779	2308	2079	1239	2253	2021	1328	1951	928	2017	1787	1912	2130	3160	2502	1237	4702
YQE_09921	844	15	14	19	14	12	68	14	6	22	36	37	27	55	265	101	152
YQE_09922	783	757	845	538	705	1020	993	1037	772	391	235	368	329	365	412	425	558
YQE_09923	496	1	0	0	1	4	4	2	1	1	0	0	0	6	4	1	6
YQE_09924	2682	561	995	389	867	627	245	560	219	715	609	818	660	1554	1488	428	1823
YQE_02308	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_00231	366	34	27	39	31	39	33	26	21	35	43	43	23	39	45	29	58
YQE_03145	342	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YQE_03146	759	2317	3737	8629	1791	4252	2674	4490	2762	12	16	10	3	47	112	18	98
YQE_03147	759	1609	2957	8491	2505	1332	820	2171	920	73	48	1	2	40	45	22	36
YQE_03148	964	83450	82410	75792	59661	111006	111997	84047	78518	12421	8867	15130	14272	34910	32805	29214	24095
YQE_01143	545	1	2	2	0	77	102	78	53	16	1	1	1	59	118	77	62
YQE_03340	1893	40	29	15	34	20	14	5	12	39	101	45	42	36	29	14	35
YQE_03341	1291	281	235	159	324	181	255	134	219	235	399	428	249	507	455	385	545
YQE_03342	1314	119	67	64	80	74	67	54	66	82	100	92	71	124	102	80	101
YQE_03343	3412	1287	1086	969	920	732	687	547	533	820	1196	1157	715	922	886	843	897
YQE_03344	1428	12797	11745	9382	10727	8890	9601	8781	6655	11955	13972	14866	12786	12333	12778	11252	12841
YQE_03345	1933	1753	1441	1262	1315	982	830	949	704	983	1043	1169	855	1052	1099	938	1187
YQE_03346	339	43	19	21	21	20	18	21	17	30	50	33	25	24	25	29	47
YQE_03347	5508	474	281	316	305	282	391	304	293	343	659	372	265	515	570	366	605
YQE_03348	282	32	23	23	24	28	45	36	28	32	49	29	23	56	53	30	53
YQE_03349	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_03350	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_04690	3696	155	25	19	19	33	26	18	13	39	209	27	34	65	71	34	41
YQE_04691	1052	898	810	653	780	841	669	688	506	728	780	903	645	1075	1107	959	1367
YQE_04692	360	1	0	0	2	1	1	0	0	1	3	0	0	2	4	2	2
YQE_04693	2823	28	14	14	21	17	12	22	10	9	30	10	4	18	22	14	22
YQE_04202	1367	165	120	64	93	172	234	225	143	101	149	70	48	274	269	192	259
YQE_04203	2152	229	102	91	81	102	101	95	67	88	300	87	75	111	108	102	133
YQE_04204	575	5	1	1	0	0	0	0	3	2	7	2	0	0	5	0	1
YQE_04205	3179	1	0	1	0	1	0	1	1	1	1	1	0	5	1	0	2
YQE_04206	1212	8264	7157	5805	6629	5104	4757	5366	4138	3469	2775	3140	2744	2998	4014	2674	3236
YQE_04207	1559	273	212	239	313	192	258	195	159	324	289	272	280	334	470	320	387
YQE_04208	5238	2418	1534	1452	1688	1659	1824	1560	1405	1613	2743	1686	1439	2061	2323	1888	2480
YQE_04209	1743	7	12	17	7	9	14	10	5	17	12	10	3	16	26	19	22
YQE_01036	432	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
YQE_00707	1416	75	34	51	44	21	44	37	24	48	87	57	47	45	57	46	71
YQE_00708	342	4	1	2	3	3	3	5	6	5	8	6	3	3	4	2	5
YQE_00763	1332	92	62	59	43	34	43	43	27	40	85	44	39	38	33	32	55
YQE_09533	7643	2121	1669	1799	2142	1463	1383	1748	1326	1608	2098	1786	1315	1727	1832	1491	2119
YQE_09534	609	251	213	222	261	212	204	232	125	213	341	334	178	274	329	273	350
YQE_09535	828	188	141	90	106	172	171	225	160	56	145	40	26	78	64	41	66
YQE_07760	717	2030	1840	1404	1786	1766	1628	1785	1192	1158	1521	1332	869	1152	1307	1125	1389
YQE_07761	1782	387	173	168	146	146	184	112	102	218	460	207	173	223	222	166	247
YQE_07762	1174	2362	1734	1305	1559	1675	2060	1474	1704	726	1132	938	894	1043	1280	849	1152
YQE_07763	1251	206	162	92	105	119	84	82	74	89	200	93	85	125	114	105	141
YQE_07764	498	71	45	47	52	50	49	29	42	34	67	43	32	50	47	60	49
YQE_07765	639	2	1	1	0	0	1	0	0	5	0	0	3	1	0	1	3
YQE_07766	1287	3	2	3	1	4	1	1	0	3	2	1	1	2	1	1	1
YQE_07767	525	3	0	0	1	0	0	3	2	3	1	2	3	2	1	1	3
YQE_07768	675	3	2	4	2	4	4	4	0	5	11	4	2	7	13	3	7
YQE_07769	270	1	0	0	2	0	1	2	0	1	1	1	0	1	2	3	1
YQE_07770	684	4	6	0	1	5	4	0	0	4	7	5	1	0	0	2	3
YQE_07771	486	1	5	2	3	3	3	3	3	9	7	7	0	3	4	1	6
YQE_07772	744	6	7	3	4	6	4	5	6	10	17	8	5	9	3	4	10
YQE_07773	1008	295	183	149	188	147	139	164	124	150	242	145	83	189	227	151	160
YQE_07774	642	1	3	1	3	2	1	1	2	2	4	2	0	1	2	2	4
YQE_07775	1064	467	377	353	348	440	453	423	302	352	452	406	361	417	462	322	449
YQE_07776	846	1088	936	736	875	815	888	781	601	706	797	705	660	805	856	712	944
YQE_07777	1540	13	10	7	7	7	3	7	1	6	10	4	4	21	14	7	11
YQE_07778	1659	503	365	314	379	363	371	352	261	328	476	377	269	358	452	369	503
YQE_07779	1173	7	4	2	10	4	1	2	2	15	8	4	0	8	7	2	9
YQE_07780	1070	221	230	207	209	229	180	201	199	191	204	220	165	304	317	175	259
YQE_07781	894	88	47	70	71	54	79	45	47	106	129	77	74	96	107	79	114
YQE_07782	1524	139	83	117	91	83	118	75	88	172	239	130	127	177	176	138	160
YQE_07783	870	264	180	171	209	231	174	191	148	189	276	205	139	210	244	191	223
YQE_07784	831	198	180	166	154	144	134	135	83	154	185	174	117	167	167	131	189
YQE_07785	1072	223	250	98	236	279	68	206	32	133	142	164	169	261	294	80	401
YQE_01222	1008	0	0	0	0	2	0	0	0	0	0	0	0	7	7	0	3
YQE_04931	1710	4	1	4	285	1	2	8	3	0	27	1	3	0	0	11	1
YQE_04932	894	702	537	488	701	655	559	536	399	487	585	517	451	604	655	566	745
YQE_04933	1552	1439	1305	1268	1773	1367	1286	1296	856	1215	1369	1414	1241	1563	1592	1622	1913
YQE_04934	444	0	0	0	0	0	0	0	0	8	3	0	0	0	7	0	0
YQE_04935	483	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0
YQE_04936	851	0	0	0	0	18	0	0	0	0	0	0	0	60	91	0	36
YQE_04937	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YQE_04938	615	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1
YQE_04939	1595	21	12	14	11	24	28	16	11	20	54	26	17	43	75	18	22
YQE_04940	447	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1
YQE_04941	796	5991	4841	5608	7125	4935	4860	3943	3469	4887	4132	4902	4306	3906	4529	4683	4534
YQE_04942	873	0	0	1	0	20	2	0	0	0	0	2	0	113	123	1	76
YQE_04943	1572	19	14	21	12	6	9	11	10	29	40	30	14	23	36	21	24
YQE_04944	1594	450	315	277	400	321	321	304	227	304	427	242	264	314	315	300	393
YQE_04945	690	145	91	64	74	73	71	65	41	68	175	98	87	95	95	69	96
YQE_04946	816	109	82	73	61	55	60	51	38	75	149	80	47	73	76	77	79
YQE_04947	2096	4379	3136	2854	3125	2053	2114	2517	2025	6648	15388	11647	6021	8077	10401	8917	16504
YQE_04948	1727	675	526	498	609	518	541	551	422	889	1037	784	654	840	1006	729	968
YQE_04949	2148	149	105	87	136	72	68	55	60	127	172	95	72	112	134	92	113
YQE_04950	774	440	345	290	337	358	447	282	292	225	297	224	215	263	243	225	274
YQE_04951	1958	32475	37312	27230	37519	39891	50330	34521	43090	6283	5779	8745	12365	17861	14395	13951	8599
YQE_04952	902	40	16	16	33	31	37	13	40	25	30	14	28	63	34	15	29
YQE_04953	1351	7	5	9	13	7	18	2	1	1842	4	10	6	8	6	8	13
YQE_04954	756	456	307	321	479	400	335	331	246	517	793	571	506	667	642	675	881
YQE_04955	1126	1298	1189	930	978	1038	987	900	776	981	1271	1201	793	1161	1256	1182	1479
YQE_04956	1157	271	158	105	213	183	188	143	107	121	287	118	145	157	152	149	200
YQE_04957	924	43	19	23	17	16	22	23	13	35	51	24	19	33	31	23	33
YQE_04958	1551	848	614	569	760	801	699	654	562	512	782	567	521	803	786	701	998
YQE_04959	1464	30	9	72	71	694	1699	692	415	637	579	764	756	12774	12091	11153	23711
YQE_04960	1716	1733	2386	1192	1398	8244	5309	5308	4583	121	337	362	86	1413	1329	998	1572
YQE_04961	830	53	30	47	71	57	98	51	55	124	63	82	73	92	111	87	120
YQE_04962	2046	4	0	1	0	6	1	0	1	0	3	1	3	18	52	1	21
YQE_04963	1402	482	184	144	140	179	168	117	78	408	1745	700	344	652	529	377	1039
YQE_04964	2451	420	243	286	343	254	319	207	192	365	565	370	340	415	435	387	497
YQE_04965	1268	629	578	436	580	491	483	454	363	505	656	602	493	617	670	527	744
YQE_04966	2006	912	705	573	697	682	592	590	493	664	1086	830	644	887	899	747	1156
YQE_04967	498	315	205	212	262	184	207	231	221	151	118	114	97	161	240	157	120
YQE_04968	1572	282	164	120	143	139	128	110	91	149	368	124	116	164	152	136	191
YQE_04969	1216	754	656	501	665	534	615	699	651	297	359	307	221	464	555	369	320
YQE_04970	1371	14	7	8	7	4	10	6	6	23	21	7	2	16	15	15	8
YQE_04971	1635	1671	1309	1182	1789	1528	1458	1389	1136	2025	2090	1819	1431	1740	1970	1851	2662
YQE_04972	912	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1
YQE_00014	813	7	7	3	3	7	1	2	3	16	9	5	5	5	15	3	4
YQE_00909	1703	0	0	0	0	37	0	1	0	1	0	0	0	187	181	0	116
YQE_04683	798	19	7	15	11	20	17	18	18	11	17	13	11	19	15	11	11
YQE_10115	1243	0	7	0	1	1	2	1	1	4	4	3	1	2	3	4	2
YQE_10116	927	210	127	99	92	121	105	108	86	120	233	118	124	109	141	121	168
YQE_10117	1733	2072	1748	1383	1672	1654	1622	1654	1227	1801	2023	1886	1576	1768	2124	1683	2439
YQE_10118	3370	2827	2352	2775	3604	3485	3326	3608	2353	4250	3800	3881	4216	4556	6990	4250	5923
YQE_10119	1409	282	234	145	251	180	136	178	137	243	337	202	180	177	243	148	240
YQE_10120	1386	593	353	325	353	315	263	253	244	674	841	474	349	340	439	390	439
YQE_10121	3507	3	0	5	2	0	2	1	0	9	9	1	1	1	15	0	6
YQE_10122	1521	2	3	8	6	6	11	2	5	6	5	6	4	8	9	7	5
YQE_10123	687	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
YQE_10124	1212	226	144	136	128	213	221	169	157	102	104	98	60	128	168	148	148
YQE_10125	330	158	134	89	73	88	101	48	43	177	138	136	70	90	159	108	138
YQE_10126	997	163	98	91	120	83	131	93	68	138	236	150	121	158	188	134	185
YQE_10127	2212	1698	1885	1429	1620	2154	1642	1898	1265	1249	892	1218	1436	2206	2171	957	2400
YQE_10128	888	2	2	1	4	6	0	0	1	1	1	0	1	7	27	0	13
YQE_10129	546	634	504	367	562	533	447	522	350	292	377	342	267	374	483	304	440
YQE_10130	648	507	444	338	477	363	299	368	204	263	290	281	151	307	356	243	374
YQE_10131	1746	689	404	409	413	481	471	493	378	564	583	425	360	473	654	385	532
YQE_10132	8025	3449	2361	2449	2806	2399	2307	2557	1911	2906	2568	2522	1445	2408	2997	2120	2983
YQE_10133	1232	274	162	129	187	134	134	135	91	189	429	188	218	228	236	220	276
YQE_10134	941	332	293	245	290	298	294	303	223	245	227	206	224	238	307	222	297
YQE_10135	838	153	64	47	54	84	92	38	46	57	164	60	49	118	132	57	94
YQE_10136	693	196	148	120	105	129	134	127	102	121	185	122	102	152	203	141	200
YQE_10137	1526	699	629	466	717	487	519	651	399	951	1310	968	770	751	923	775	973
YQE_10138	1823	296	223	191	217	164	219	154	132	257	328	255	213	295	327	318	379
YQE_10139	1092	317	237	243	304	193	213	219	187	272	273	289	194	300	299	270	301
YQE_10140	1629	3	3	2	0	3	0	1	0	2	2	2	1	1	1	0	0
YQE_10141	5660	26	29	18	51	73	6	6	6	73	18	12	83	59	49	33	82
YQE_10142	1021	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0
YQE_10143	1849	4792	4205	5463	7368	5830	5907	4218	3478	9005	6012	7383	8110	7442	7841	6797	8071
YQE_10144	795	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0
YQE_10145	585	257	153	201	228	238	242	178	170	201	260	153	166	213	194	181	253
YQE_10146	2355	118	67	101	105	89	102	82	67	108	161	90	85	96	101	73	135
YQE_10147	546	145	86	105	126	120	121	88	70	105	188	81	75	86	76	78	127
YQE_10148	2640	964	550	659	814	605	595	572	516	633	1117	568	452	644	601	642	753
YQE_10149	2046	502	452	497	488	531	600	499	489	497	332	455	340	511	642	418	531
YQE_10150	426	72	75	72	78	72	75	81	67	69	54	71	48	72	104	73	68
YQE_10151	213	21	19	24	24	27	20	24	24	18	16	14	12	21	34	20	26
YQE_10152	2295	87	149	47	123	64	23	45	11	109	112	94	193	343	216	38	209
YQE_10153	1925	565	392	263	423	233	200	209	170	259	717	281	284	559	370	342	500
YQE_10154	2904	529	84	41	39	30	44	26	22	81	541	75	29	69	80	45	102
YQE_10155	920	176	70	54	101	59	63	60	51	84	171	77	63	93	101	81	110
YQE_10156	267	5	5	4	4	5	9	4	2	3	10	3	0	6	8	2	3
YQE_10157	903	5	4	1	1	9	3	3	2	5	7	12	1	6	16	6	12
YQE_10158	1009	0	1	2	0	11	0	0	3	1	8	3	4	1	5	2	2
YQE_10159	482	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
YQE_10160	3312	3843	1099	729	739	581	782	496	519	936	5925	888	707	925	953	774	958
YQE_10161	2151	172	103	57	97	94	115	98	67	112	225	127	109	138	147	108	136
YQE_10162	1419	2342	1831	1625	1858	1821	1856	1700	1410	1699	1829	1637	1487	1721	2184	1585	1778
YQE_10163	729	234	56	65	173	132	241	90	133	61	121	110	157	425	365	388	394
YQE_07356	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_07357	390	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0
YQE_07358	285	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YQE_07359	1312	30120	29626	21234	25809	5670	6303	4248	4522	485	605	1060	1057	234	80	185	183
YQE_07360	548	5140	4678	2444	2884	5402	4657	4749	3826	2735	2490	3004	3043	2659	3757	2418	3240
YQE_07361	5865	707	558	462	1183	796	1009	708	1089	692	636	1070	822	902	631	655	561
YQE_07362	1759	889	530	377	326	275	462	237	424	666	1486	592	782	1626	801	698	1691
YQE_07363	2964	112824	125535	89108	101322	114383	131216	70497	100767	8690	10755	21337	21754	18926	13782	20995	15013
YQE_01333	726	10	2	2	9	2	6	8	4	7	13	3	1	4	9	9	5
YQE_02672	6636	160	127	106	149	112	137	109	89	258	264	253	217	240	281	231	287
YQE_11992	150	103	57	80	79	130	111	102	74	54	115	63	41	94	115	92	94
YQE_11993	4083	1240	851	844	866	1202	1215	1173	1104	682	1064	642	414	1213	1371	1047	1279
YQE_11994	312	87	68	74	45	56	66	86	64	59	102	42	15	83	94	64	95
YQE_11995	6663	511	345	301	371	413	444	368	323	375	544	377	323	421	511	332	505
YQE_11996	384	438	264	240	285	261	320	251	249	315	459	306	260	282	389	275	434
YQE_00351	825	10	9	13	7	2	3	7	2	11	16	4	5	12	9	7	12
YQE_05721	1060	150658	140691	93641	100659	120434	111653	109446	112965	16048	10316	11381	12898	28988	32914	19904	20834
YQE_05722	597	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
YQE_05723	846	1	1	1	0	3	3	1	6	9	5	6	4	5	11	2	6
YQE_00039	339	196	111	99	149	107	111	93	78	190	211	204	114	227	215	184	227
YQE_04717	362	40	36	56	62	65	112	53	67	85	220	167	154	130	119	155	162
YQE_00466	255	933	920	622	871	1086	1458	1178	1024	368	247	465	607	1462	1613	1468	1490
YQE_00445	423	3	2	5	3	13	12	8	9	5	5	3	2	17	22	12	11
YQE_01731	1301	9	6	1	0	3	4	5	0	7	12	6	5	13	18	2	12
YQE_01732	1557	341	288	341	305	328	431	360	298	251	179	230	175	333	480	323	390
YQE_01733	321	0	0	1	0	0	4	0	0	2	1	0	0	0	1	0	0
YQE_01734	1668	541	357	256	346	230	241	324	216	277	554	270	172	221	308	206	294
YQE_00666	1601	105	90	63	79	73	79	54	58	77	64	84	73	96	90	52	91
YQE_00667	1388	410	374	270	423	419	390	303	287	254	336	339	305	368	333	325	393
YQE_00668	1187	116	93	61	97	72	67	86	71	75	109	89	63	104	108	98	113
YQE_00669	402	67	40	50	66	43	47	52	26	32	20	7	9	9	32	19	31
YQE_00406	441	8	11	4	6	10	11	5	3	12	7	8	10	12	7	7	19
YQE_02608	827	0	0	0	0	5	1	0	0	0	0	0	0	26	30	0	15
YQE_02535	435	1	0	0	1	3	6	2	1	0	0	0	0	12	11	8	9
YQE_00998	1079	0	0	0	0	251	236	209	158	24	0	1	0	316	332	226	259
YQE_00469	2524	2282	1669	1326	1549	1311	1826	2114	1761	619	530	589	398	318	491	279	379
YQE_00470	951	144	103	108	108	98	110	92	72	124	162	131	102	132	140	103	157
YQE_00471	3687	373	304	288	334	193	234	204	221	352	557	341	257	364	403	354	419
YQE_00472	1228	302	146	126	164	113	121	128	97	113	309	126	94	128	148	107	160
YQE_00473	1554	58	31	17	34	25	23	15	18	18	64	36	24	35	46	19	29
YQE_01291	738	1196	1069	742	1069	947	1045	1230	731	615	395	525	508	747	803	545	855
YQE_01715	2481	1	0	0	0	3	6	1	3	0	0	0	1	24	20	0	16
YQE_02986	569	0	0	0	0	0	0	0	0	0	4	2	1	3	1	2	2
YQE_02987	1314	10	0	8	8	80	174	63	46	34	12	15	5	1434	2489	1183	3707
YQE_01313	228	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
YQE_03351	451	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
YQE_03352	192	25	56	19	54	30	9	14	11	35	43	51	45	87	39	19	93
YQE_03353	882	373	288	293	501	1265	1160	907	1341	35	59	47	36	110	89	136	150
YQE_03354	509	460	300	292	380	318	365	242	308	590	1047	968	629	933	902	862	1275
YQE_03355	402	4	1	3	4	2	14	4	5	11	22	20	6	26	30	12	29
YQE_01495	1554	67	41	37	34	224	165	208	124	44	45	27	24	268	239	185	274
YQE_02769	6231	901	698	764	792	722	707	601	541	786	880	753	611	912	981	768	1060
YQE_02770	2099	1935	1492	1218	1587	1321	1248	1543	1063	1388	1926	1445	929	1377	1671	1467	1659
YQE_02771	1627	473	353	265	351	315	254	373	259	379	421	359	237	328	376	323	379
YQE_01383	1227	17	13	18	28	45	46	33	25	33	6	17	9	28	42	31	33
YQE_02713	684	0	0	0	0	0	1	1	2	0	0	0	0	2	9	2	4
YQE_02714	816	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
YQE_02715	267	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0
YQE_02716	504	122	75	69	80	44	67	62	51	68	132	85	76	98	107	81	120
YQE_02717	1057	14044	11227	8159	12726	8065	7691	7706	6485	9951	12921	12214	11472	8569	8612	7108	9865
YQE_02718	1395	27	6	0	1	0	0	0	0	9	27	0	0	0	0	0	0
YQE_02719	417	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0
YQE_09361	312	6	5	6	5	11	11	14	10	3	8	2	5	9	7	2	12
YQE_09362	1041	9	4	6	8	11	16	17	13	19	8	12	7	15	30	18	20
YQE_09363	366	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YQE_09364	651	0	0	0	0	3	1	0	0	1	2	0	1	0	0	0	0
YQE_09365	2288	106	56	96	95	185	240	151	156	373	224	280	322	554	820	253	492
YQE_09366	2467	948	566	531	637	483	537	527	413	524	779	521	389	490	535	459	591
YQE_09367	489	284	179	192	221	226	187	201	138	156	246	197	118	184	199	135	193
YQE_05029	1224	89	11	4	7	19	31	6	20	28	124	19	22	54	118	39	87
YQE_05030	800	273	210	195	250	276	292	228	175	344	373	349	301	545	704	456	645
YQE_05031	1387	521	407	361	486	549	541	468	369	468	503	474	406	697	802	610	924
YQE_05032	162	2	2	1	3	2	8	2	2	1	7	3	1	14	12	4	17
YQE_05033	1395	108	22	21	6	31	44	11	15	47	160	45	28	72	150	54	89
YQE_05034	749	191	145	132	133	178	182	135	117	287	272	244	202	349	473	253	371
YQE_05035	907	316	242	200	253	392	404	340	260	243	297	275	221	489	503	451	582
YQE_01442	684	112	84	75	92	155	150	132	114	50	71	67	69	156	122	114	154
YQE_01140	1122	563	1087	249	1310	137	17	290	6	770	457	411	345	629	179	66	885
YQE_01211	294	15	9	4	6	7	14	6	3	11	11	8	6	12	12	3	14
YQE_01212	1757	236	169	130	194	198	156	158	155	110	186	109	121	145	171	147	162
YQE_01213	893	112	66	59	77	84	79	88	67	69	98	70	49	51	86	68	90
YQE_09562	1010	190	113	87	129	201	192	143	144	82	178	84	79	189	205	136	179
YQE_09563	1135	5052	5118	4166	4044	4167	4454	4627	3169	4802	3776	5045	3602	5380	6786	4881	5765
YQE_00931	1365	0	0	0	1	0	0	0	0	1	2	0	0	1	1	1	0
YQE_00224	893	617	428	421	744	626	349	400	183	572	695	626	738	686	582	560	909
YQE_02113	2448	712	430	441	461	443	499	403	371	371	657	413	341	426	460	420	512
YQE_02114	807	1264	983	903	1048	1104	1168	1055	793	1001	1245	1210	812	1182	1529	1197	1611
YQE_02115	2985	199	106	102	126	104	113	104	77	148	298	148	135	165	275	113	194
YQE_02116	1278	126	35	15	28	15	20	18	11	37	64	25	9	44	41	34	42
YQE_02117	1866	7	3	6	5	7	9	16	8	8	3	1	1	2	7	4	5
YQE_02118	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_02119	2810	6752	6102	4828	6058	8884	7924	8894	6317	4719	4586	5103	4351	6154	10180	6921	9011
YQE_02120	1296	495	346	293	371	397	293	337	253	365	599	314	532	390	656	349	651
YQE_02121	3730	3462	3064	2557	2956	4340	3703	4205	2970	1032	973	866	857	1144	2439	956	1961
YQE_02122	1326	238	97	98	98	124	135	111	93	128	250	92	77	119	132	78	114
YQE_02123	860	1	0	6	2	43	1	0	2	2	1	0	0	210	228	0	156
YQE_02124	237	16	15	8	18	15	21	12	16	16	35	9	14	16	19	14	18
YQE_02125	1023	12	10	6	13	13	15	10	12	4	1	1	0	7	5	5	3
YQE_02126	1407	11535	11307	8079	10109	10516	9875	11328	7704	4359	3780	4794	4044	4565	5166	4405	6161
YQE_02127	606	155	94	100	105	74	82	69	59	103	187	103	96	118	130	89	133
YQE_02128	909	323	187	220	216	196	204	152	137	154	301	161	166	163	180	164	260
YQE_02129	748	41	17	14	18	8	8	15	11	23	42	12	10	13	25	9	19
YQE_02130	729	7	2	2	5	3	5	2	3	14	12	4	7	4	8	8	7
YQE_02131	10290	189304	203404	123589	129808	43965	62295	76929	72748	41888	76522	67154	57817	69832	54328	37157	58120
YQE_02132	1793	574	316	268	287	276	263	258	215	370	684	339	307	337	382	310	404
YQE_02133	1630	15160	14208	11570	13876	13817	14442	12785	8818	14905	16113	16925	14707	16111	17707	14011	18057
YQE_02134	1820	232	106	103	316	47	140	106	123	194	450	216	238	253	308	220	242
YQE_02135	1055	25382	19504	12347	24030	23461	28028	31592	28821	1645	1104	2144	1032	1584	709	1189	863
YQE_02136	1302	136	20	1	1	5	1	1	2	2	300	0	0	2	4	1	4
EMDPOG00000000298	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_02137	3474	481	296	309	413	323	311	276	212	361	498	279	283	344	403	432	406
YQE_02138	1126	122	50	19	27	125	42	19	21	210	138	50	48	259	187	64	188
YQE_02139	4671	1331	944	878	1107	757	824	756	607	1020	1626	1119	757	1333	1233	1159	1436
YQE_02140	2640	563	471	403	529	504	460	414	368	463	603	497	363	552	656	482	757
YQE_02141	631	101	75	48	79	56	71	73	67	65	96	59	59	63	90	65	83
YQE_02142	5169	550	335	312	351	297	309	314	259	341	571	347	242	387	442	342	437
YQE_02143	1071	683	370	272	340	232	263	259	205	215	827	268	199	274	273	253	334
YQE_02144	1152	205	129	166	212	100	139	77	104	356	615	474	383	531	472	392	629
YQE_02145	2019	322	193	236	227	184	188	161	125	328	462	334	280	344	383	290	417
YQE_02146	1048	35	6	18	6	12	14	6	14	59	126	86	51	56	57	37	105
YQE_02147	496	703	572	473	560	597	530	589	435	515	712	497	485	515	616	493	726
